Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Outlet_Sales_Log,Item_Outlet_Sales_Sqrt,Item_Outlet_Sales_Cbrt,Item_Outlet_Sales_4rt,Item_Outlet_Sales_ratio,Item_Type_Combined,Outlet
1,FDB34,87.6198,2180.495,Snack Foods,0.026480953999999998,15.25,1985,OUT027,2,1,3,7.68730719422814,46.69577068643369,12.967363895986374,6.833430374741056,0.5902740228539682,1,5
1,FDU02,230.6352,3435.528,Dairy,0.102511504,13.35,1997,OUT046,0,2,1,8.141925904634396,58.61337731269202,15.089140328552975,7.655937389548847,1.4832725854823168,1,8
1,FDK43,126.00200000000001,2150.534,Meat,0.02681843,9.8,1987,OUT013,2,0,1,7.67347146237549,46.37385039006358,12.907697267090168,6.809834828398086,0.9284826455635433,1,1
1,FDA46,192.9136,2527.3768,Snack Foods,0.117818348,13.6,1999,OUT049,0,1,1,7.834937205888606,50.27302258667167,13.62144971605785,7.090347141478453,1.0911827004827277,1,9
1,FDC02,259.9278,6768.5228,Canned,0.06910283099999999,21.35,2009,OUT018,2,1,2,8.820038144165636,82.2710325691856,18.916086823509012,9.070338062563359,3.3918953026408016,1,3
2,FDL50,126.5046,373.5138,Canned,0.042277867000000004,12.15,1987,OUT013,2,0,1,5.922954951681484,19.326505116031715,7.201708699398744,4.3961921154598915,0.1612627752820891,1,1
1,FDM39,178.1002,358.2004,Dairy,0.08949892599999999,6.42,1998,OUT010,2,2,0,5.881092606320572,18.92618292207914,7.101913125926837,4.35042330378081,1.0540622682128191,1,0
0,NCP05,153.3024,2428.8384,Health and Hygiene,0.0,19.6,2002,OUT045,1,2,1,7.7951683973530095,49.283246646299595,13.442071676114969,7.020202749657562,1.0486392232247077,2,7
1,FDV49,265.2226,5815.0972,Canned,0.025879577,10.0,2002,OUT045,1,2,1,8.668212780204295,76.25678461619006,17.982593460846996,8.732513075638082,2.510640070078015,1,7
2,FDL12,60.622,2576.646,Baking Goods,0.121632721,15.85,1997,OUT046,0,2,1,7.854243832182615,50.760673754393764,13.709393809573765,7.124652535695602,1.1124544391117377,1,8
2,FDS02,196.8794,780.3176,Dairy,0.25539489600000004,10.195000000000002,1985,OUT019,0,2,0,6.659701016295745,27.934165460954798,9.206413297643142,5.285278181983877,2.29620999692458,1,4
0,NCL17,143.8812,3134.5864,Health and Hygiene,0.067779712,7.39,1997,OUT046,0,2,1,8.050252514538954,55.987377148782386,14.635023192139013,7.482471326292028,1.3533425062889046,2,8
1,FDM40,141.5154,850.8924,Frozen Foods,0.159803853,10.195,1987,OUT013,2,0,1,6.746285681096268,29.170059993081946,9.475996279744137,5.400931400516206,0.36736867524155054,1,1
2,FDR13,117.0492,810.9444,Canned,0.028696932,9.895,1987,OUT013,2,0,1,6.698199494428629,28.477085525032226,9.325318913736147,5.336392557246161,0.35012131959640735,1,1
1,FDA43,196.3794,3121.2704,Fruits and Vegetables,0.065041581,10.895,2007,OUT017,1,2,1,8.045995377415636,55.868330921909596,14.614270153532743,7.474512085876214,1.3475933877405235,1,2
0,NCP18,151.4708,4815.0656,Household,0.028760012999999997,12.15,2007,OUT017,1,2,1,8.4795049482308,69.39067372493223,16.886283234005074,8.330106465402002,2.078881267094596,2,2
1,FDK21,249.0408,6258.52,Snack Foods,0.010053105,7.905,2009,OUT018,2,1,2,8.741699014416882,79.11080836396503,18.428523812262327,8.894425690507793,3.1363186941593093,1,3
0,NCX54,106.1622,2117.244,Household,0.048157338,9.195,2002,OUT045,1,2,1,7.6578705219330105,46.01351975235105,12.840747425944842,6.783326599269053,0.9141098491925908,2,7
1,DRK35,38.0506,796.9626,Hard Drinks,0.071958197,8.365,1999,OUT049,0,1,1,6.680807751716761,28.230526031230802,9.27141413197037,5.313240633665184,0.3440847451206072,0,9
1,FDY21,194.511,4910.275,Snack Foods,0.17348130399999998,15.1,1997,OUT046,0,2,1,8.499085227366807,70.07335442234802,16.996856396812888,8.370982882693527,2.119987464715521,1,8
1,FDI26,180.0344,892.172,Canned,0.061082177,5.9399999999999995,1985,OUT019,0,2,0,6.793658939103745,29.869248400319684,9.62682025505049,5.465276607850666,2.625359552797728,1,4
1,FDM20,246.9144,3185.1872,Fruits and Vegetables,0.0,10.0,2009,OUT018,2,1,2,8.066266341789255,56.437462735314384,14.713352977156099,7.5124871204757735,1.596186024772142,1,3
2,FDV27,87.3514,1062.6168,Meat,0.040071131,7.97,2002,OUT045,1,2,1,6.968489824168541,32.59780360699168,10.20451165271323,5.709448625479669,0.4587796601608096,1,7
1,FDF09,38.2848,484.7024,Fruits and Vegetables,0.012090074,6.215,1985,OUT027,2,1,3,6.183535094355474,22.01595784879686,7.855220674224033,4.692116563854404,0.13121205759929433,1,5
2,FDY40,51.0692,147.8076,Frozen Foods,0.15028599,15.5,1985,OUT019,0,2,0,4.995911428031067,12.157614897668045,5.287279330640563,3.486777150560105,0.4349476274038027,1,4
1,FDY45,255.8356,2543.356,Snack Foods,0.026015518999999997,17.5,1985,OUT027,2,1,3,7.841239747759409,50.43169638233479,13.65009638238286,7.1015277498813445,0.6885028297105829,1,5
1,FDC46,185.4266,184.4266,Snack Foods,0.195068226,17.7,1998,OUT010,2,2,0,5.217251552346126,13.58037554709,5.692126196194765,3.6851561089172327,0.5427049224813214,1,0
1,FDH19,172.5738,4865.6664,Meat,0.033082215,19.35,2004,OUT035,1,2,1,8.489958963656685,69.75432889792576,16.945229032876988,8.351905704563825,2.1007279175784443,1,6
2,FDZ03,186.024,1118.5439999999999,Dairy,0.078946455,13.65,2002,OUT045,1,2,1,7.019783118556092,33.44464082629682,10.380486090667658,5.783134169833588,0.4829259580640101,1,7
1,DRH37,164.8526,2302.3364,Soft Drinks,0.041700756,17.6,2002,OUT045,1,2,1,7.741679712402023,47.98266770407832,13.204529360859986,6.9269522666233465,0.9940225970150877,0,7
0,NCI17,95.84100000000001,2027.361,Health and Hygiene,0.14342264300000002,8.645,1997,OUT046,0,2,1,7.614490226302785,45.02622569125687,12.656404969905537,6.710158395392531,0.8753032989910184,2,8
2,FDJ58,170.1764,3435.528,Snack Foods,0.10529607199999999,15.6,1997,OUT046,0,2,1,8.141925904634396,58.61337731269202,15.089140328552975,7.655937389548847,1.4832725854823168,1,8
2,FDL12,59.222,599.22,Baking Goods,0.121531501,15.85,1987,OUT013,2,0,1,6.395628809483099,24.47897056659042,8.43067019321057,4.947622718699398,0.2587103346771483,1,1
1,FDH35,164.7526,4604.6728,Starchy Foods,0.0,18.25,2002,OUT045,1,2,1,8.434826892961969,67.85773942594905,16.63666449570239,8.237580920752709,1.9880451940301753,1,7
1,FDG02,189.6188,2285.0256,Canned,0.011324862,7.855,2007,OUT017,1,2,1,7.73413250676664,47.80194138316978,13.171352011602652,6.913894805619318,0.9865487429021922,1,2
0,NCZ18,254.3698,5580.7356,Household,0.186357148,7.825,1999,OUT049,0,1,1,8.627075874643804,74.7043211601578,17.737693618789955,8.643166153682214,2.409455583626508,2,9
2,FDC29,114.0176,2290.3520000000003,Frozen Foods,0.024205661,8.39,1997,OUT046,0,2,1,7.736460796526232,47.85762217243979,13.181578220688536,6.917920364707864,0.9888483903215447,1,8
1,FDQ10,172.3422,1207.0954,Snack Foods,0.033230816,12.85,1999,OUT049,0,1,1,7.0959722569136385,34.743278486636804,10.64748895665987,5.894342922382172,0.5211575964107442,1,9
1,FDN48,89.9804,643.1628,Baking Goods,0.113720344,13.349999999999998,1985,OUT019,0,2,0,6.466397880371305,25.36065456568501,8.631911368528641,5.0359363146971,1.8926099462706008,1,4
1,FDL04,104.9622,1587.933,Frozen Foods,0.11255650699999999,19.0,2007,OUT017,1,2,1,7.370188449481229,39.84887702307306,11.666593287520332,6.3125966941563005,0.685582386894443,1,2
1,FDV25,222.5456,5305.0944,Canned,0.0,5.905,2002,OUT045,1,2,1,8.576422845423222,72.83607897189414,17.440718484554072,8.534405601557388,2.2904488296750194,1,7
1,FDD58,101.87,1697.79,Snack Foods,0.05935224099999999,7.76,1997,OUT046,0,2,1,7.437082684311259,41.20424735388331,11.929657916058828,6.419053462457164,0.7330126149185868,1,8
2,FDN04,180.3344,1427.4752,Frozen Foods,0.014087057,11.8,1997,OUT046,0,2,1,7.26366256834948,37.78194277694042,11.259597275341815,6.146701780381119,0.616305508386451,1,8
1,FDV45,187.9556,4693.89,Snack Foods,0.045230944,16.75,2009,OUT018,2,1,2,8.454016941965103,68.51196975711616,16.74342505737966,8.2771957665091,2.352239020619482,1,3
0,NCL18,194.6136,583.2408,Household,0.293417759,18.849999999999998,1985,OUT019,0,2,0,6.368600137095179,24.150378879015545,8.355054728083648,4.914303498870979,1.7162798270528432,2,4
2,FDR12,171.3764,3091.9752,Baking Goods,0.031382044,12.599999999999998,1985,OUT027,2,1,3,8.03656538897657,55.60553209888383,14.568404810042601,7.456911699818084,0.8370175762240698,1,5
2,FDG20,177.0028,2479.4392,Fruits and Vegetables,0.12639886,15.5,2007,OUT017,1,2,1,7.815787684555745,49.79396750611463,13.534778548263764,7.056484075381637,1.0704858737085559,1,2
1,FDZ55,160.99200000000002,2716.4640000000004,Fruits and Vegetables,0.025403897999999998,6.055,2004,OUT035,1,2,1,7.907086313556995,52.119708364494905,13.95301254294702,7.219398061091721,1.1728201838697392,1,6
2,FDQ49,155.963,3285.723,Breakfast,0.039057677,20.2,1985,OUT027,2,1,3,8.09734199802637,57.32122643489059,14.866554111324735,7.571078287462797,0.8894663519952163,1,5
2,FDN33,95.6436,661.8052,Snack Foods,0.123115764,6.305,1997,OUT046,0,2,1,6.494971252815361,25.725574823509774,8.714518410494552,5.072038527407868,0.2857311918545393,1,8
1,FDN27,117.2808,1523.3504,Meat,0.039624006,20.85,1999,OUT049,0,1,1,7.328667398658476,39.0301217010657,11.50623581150123,6.247409199105314,0.6576991619347948,1,9
1,FDW20,122.17299999999999,369.519,Fruits and Vegetables,0.040421193,20.75,1998,OUT010,2,2,0,5.912202159905222,19.22287699591297,7.175942079474435,4.384390150968886,1.0873690685095068,1,0
1,DRG27,39.9138,690.4346,Dairy,0.10527411099999999,8.895,1999,OUT049,0,1,1,6.537321254388315,26.276122240543792,8.838410782883955,5.126024018724824,0.2980917967335587,0,9
1,DRI25,55.1614,1381.535,Soft Drinks,0.033970195,19.6,2002,OUT045,1,2,1,7.230950478823586,37.169005905458384,11.137489235361985,6.096638902334497,0.5964710493945364,0,7
1,FDA44,57.893,622.523,Fruits and Vegetables,0.053212652,19.7,2004,OUT035,1,2,1,6.433780575447474,24.95041081826109,8.53856981792641,4.995038620297254,0.26877129213681517,1,6
0,NCR17,114.5492,1274.3412,Health and Hygiene,0.024378706,9.8,2004,OUT035,1,2,1,7.1501846181716875,35.69791590555393,10.841646468589321,5.974773293234977,0.5501906450800688,2,6
1,FDU04,120.0414,487.3656,Frozen Foods,0.009714595,7.93,1985,OUT019,0,2,0,6.189014560120099,22.07635839535135,7.869581255870297,4.698548541342459,1.4341516363044304,1,4
1,FDF41,246.046,1231.73,Frozen Foods,0.131383762,12.15,1999,OUT049,0,1,1,7.116174964231158,35.09601116936226,10.719433631992008,5.924188650723596,0.5317934657252493,1,9
2,FDB56,187.4556,3755.112,Fruits and Vegetables,0.07461309,8.75,2004,OUT035,1,2,1,8.230873390650892,61.2789686597286,15.543218956553165,7.828088442252591,1.6212514306434627,1,6
0,NCP18,149.9708,4363.6532,Household,0.028459761,12.150000000000002,1985,OUT027,2,1,3,8.381064875417547,66.05795334401452,16.341179829383762,8.127604403759728,1.1812689910793612,2,5
2,FDB56,187.8556,1314.2892,Fruits and Vegetables,0.07462720099999999,8.75,1997,OUT046,0,2,1,7.181051266152214,36.25312676170153,10.953770724472413,6.021056947222932,0.5674380007252119,1,8
1,FDT28,151.0708,1805.6496,Frozen Foods,0.063695084,13.3,2002,OUT045,1,2,1,7.498675695219074,42.49293588350892,12.177117369166506,6.518660589684734,0.7795804751604735,1,7
2,FDD10,178.5344,2854.9504,Snack Foods,0.045797829000000005,20.599999999999998,1985,OUT027,2,1,3,7.956809748909426,53.43173588795333,14.186203620542113,7.309701491029119,0.772853438167272,1,5
2,FDW57,179.1028,3896.2616,Snack Foods,0.11585722300000001,8.31,1999,OUT049,0,1,1,8.267772808298803,62.42004165330235,15.735578097471405,7.9006355221148095,1.6821920872563019,1,9
2,DRB48,38.7822,667.7974,Soft Drinks,0.024832806000000002,16.75,1987,OUT013,2,0,1,6.503984834120723,25.84177625473915,8.74074079043733,5.083480722373121,0.28831829520131086,0,1
1,FDP09,212.0902,3185.853,Snack Foods,0.034027909,19.75,2009,OUT018,2,1,2,8.066475350045842,56.44336099135132,14.714378083616406,7.512879673690463,1.5965196756970526,1,3
2,FDH14,141.1838,2247.7408,Canned,0.046769599999999995,17.1,1987,OUT013,2,0,1,7.717680901874635,47.41034486269848,13.09931974013578,6.88551703670091,0.9704512109667252,1,1
2,FDA47,163.121,1794.3310000000001,Baking Goods,0.11657670199999999,10.5,1987,OUT013,2,0,1,7.492387529501885,42.359544379041665,12.15162018959164,6.50842103578446,0.7746937243943497,1,1
2,FDG12,121.3098,2530.7058,Baking Goods,0.0,6.635,2002,OUT045,1,2,1,7.836253515148036,50.306120899946166,13.627427707572245,7.092680797832803,1.092619980119823,1,7
1,DRE60,225.372,679.1160000000001,Soft Drinks,0.278974075,9.394999999999998,1985,OUT019,0,2,0,6.520791952437104,26.059854182247452,8.789847106153072,5.104885325082969,1.9984080178012558,0,4
1,DRK49,41.4138,812.2760000000001,Soft Drinks,0.035913805,14.15,1987,OUT013,2,0,1,6.6998401838860895,28.50045613670069,9.33042029271519,5.338581846960922,0.3506962314512455,0,1
1,FDD03,232.53,699.09,Dairy,0.079806266,13.3,1997,OUT046,0,2,1,6.549779489310357,26.44031013433844,8.875190764926856,5.142014209853804,0.30182872379000636,1,8
1,FDS52,102.4016,2732.4432,Frozen Foods,0.005505481,8.89,2007,OUT017,1,2,1,7.912951433009393,52.27277685373143,13.98031792089547,7.2299914836555255,1.1797191261277964,1,2
2,FDW39,176.937,176.437,Meat,0.064625342,6.6899999999999995,1985,OUT019,0,2,0,5.17296387214501,13.28295900769102,5.608713051959165,3.644579400656682,0.5191942399189536,1,4
1,FDX34,121.7098,4097.3332,Snack Foods,0.071636937,6.195,1985,OUT027,2,1,3,8.318091602040775,64.01041477759694,16.00173574919161,8.000650897120616,1.1091744539368917,1,5
2,FDV11,173.2054,3151.8972,Breads,0.0,9.1,2002,OUT045,1,2,1,8.055759836232717,56.141759858415554,14.661914461303498,7.492780515830926,1.3608163604018,1,7
1,FDD17,239.0906,5942.265,Frozen Foods,0.032677677999999995,7.5,1999,OUT049,0,1,1,8.689845652806627,77.08608823905907,18.112733833076717,8.77986834975668,2.565544152215054,1,9
2,FDZ16,192.4478,4843.695,Frozen Foods,0.160760054,16.85,2007,OUT017,1,2,1,8.48543313819848,69.59665940258914,16.919684589686227,8.342461231710288,2.091241871973615,1,2
1,FDZ46,109.0228,2542.0244,Snack Foods,0.06911065,7.485,2004,OUT035,1,2,1,7.84071605044448,50.418492639110106,13.647713750743888,7.100598047989346,1.0975067308859467,1,6
1,DRA12,140.3154,2552.6772,Soft Drinks,0.041177505,11.6,2007,OUT017,1,2,1,7.844897969764378,50.524025967850186,13.666751562695582,7.108025461958489,1.1021060257246518,0,2
1,FDY58,227.0694,1141.847,Snack Foods,0.040081193,11.65,2009,OUT018,2,1,2,7.040402405758828,33.791226672022425,10.452077912228903,5.81302216338648,0.5722113362216187,1,3
0,NCF19,47.5034,680.4476,Household,0.035307322,13.0,2007,OUT017,1,2,1,6.5227508169224375,26.085390547200937,8.795588353445911,5.107385881955752,0.29377995782227284,2,2
1,DRJ13,159.0578,2085.9514,Soft Drinks,0.063017847,12.65,2002,OUT045,1,2,1,7.642980337110979,45.672216937652586,12.77717163154183,6.758122293777509,0.9005994206038951,0,7
2,FDB14,92.512,186.424,Canned,0.171938781,20.25,1998,OUT010,2,2,0,5.228023649328037,13.653717442513596,5.7126016465911995,3.6950936987461627,0.5485825931219133,1,0
2,FDJ38,190.153,3036.048,Canned,0.040197932,8.6,2004,OUT035,1,2,1,8.01831194866722,55.10034482650721,14.480032762458558,7.422960651014338,1.3107990290308846,1,6
1,FDW11,62.7194,866.8716,Breads,0.049058014000000004,12.6,2007,OUT017,1,2,1,6.764890868927302,29.442683301628605,9.534946450859845,5.426111250391813,0.37426761749960785,1,2
1,FDL40,95.041,868.8689999999999,Frozen Foods,0.01161096,17.7,2004,OUT035,1,2,1,6.767192365915581,29.476583926907132,9.542264140954584,5.429234193411363,0.375129985281865,1,6
1,DRI49,82.4276,1137.1864,Soft Drinks,0.183507295,14.15,1997,OUT046,0,2,1,7.036312420507302,33.72219447189047,10.43783800643235,5.807081407375866,0.4909747240317437,0,8
1,FDV38,52.7956,928.1252,Dairy,0.102349519,19.25,2007,OUT017,1,2,1,6.833166637479256,30.465147299824434,9.754436552040676,5.519524191433935,0.4007135628221608,1,2
1,DRG23,151.7682,762.341,Hard Drinks,0.08670898699999999,8.88,1987,OUT013,2,0,1,6.636393962147127,27.61052335614086,9.135165627142706,5.254571662480288,0.32913703689481644,0,1
0,NCP30,40.2822,707.0796,Household,0.032835147,20.5,2002,OUT045,1,2,1,6.561143247960672,26.59096839154227,8.908873026110363,5.156643132071704,0.305278194919035,2,7
1,FDY25,180.5976,7968.2944,Canned,0.033809913,12.0,1985,OUT027,2,1,3,8.983225746373046,89.26530344988471,19.97354368526866,9.448031723585856,2.1570685513026846,1,5
0,NCH54,160.292,1438.128,Household,0.07266912,13.5,1997,OUT046,0,2,1,7.271097546836998,37.922658134682486,11.28753683722153,6.158137554056623,0.6209048032251558,2,8
0,NCR53,224.4404,6976.2524,Health and Hygiene,0.144338493,12.150000000000002,1985,OUT027,2,1,3,8.850267146126953,83.5239630285824,19.107655164499285,9.139144545775737,1.888516400446986,2,5
1,FDS52,101.7016,101.2016,Frozen Foods,0.009163216,8.89,1998,OUT010,2,2,0,4.617114567005064,10.05990059593036,4.660105973631824,3.1717346351689577,0.29780197912332435,1,0
1,FDG02,188.5188,952.0939999999999,Canned,0.011307038,7.855,2009,OUT018,2,1,2,6.858663769412741,30.856020482233284,9.837693237228564,5.554819572428369,0.47712082262210764,1,3
0,NCO26,116.0492,1969.4364,Household,0.076855628,7.235,1997,OUT046,0,2,1,7.585502689429533,44.37833255091949,12.534701230159119,6.661706429355731,0.8502946333055608,2,8
1,FDH35,165.4526,5262.4832,Starchy Foods,0.059956876,18.25,1985,OUT027,2,1,3,8.568358285586491,72.5429748493953,17.393897538531483,8.517216379157881,1.4245880539351954,1,5
1,FDB51,60.5852,1314.2892,Dairy,0.038532062,6.92,2002,OUT045,1,2,1,7.181051266152214,36.25312676170153,10.953770724472413,6.021056947222932,0.5674380007252119,1,7
1,FDX44,90.8172,535.3032,Fruits and Vegetables,0.043209581,9.3,2007,OUT017,1,2,1,6.282833315337753,23.13662032363413,8.1195746660981,4.810054087391755,0.2311145656449191,1,2
0,NCN07,132.1284,263.6568,Others,0.056816465,18.5,1998,OUT010,2,2,0,5.574648257413268,16.23751212470679,6.412287591427571,4.029579646155017,0.7758525245581345,2,0
0,NCC31,154.5972,1402.1748,Household,0.019866705,8.02,2004,OUT035,1,2,1,7.2457797388527085,37.44562457751239,11.192679101780033,6.11928301171897,0.605382183144527,2,6
0,NCX54,105.1622,1693.7952,Household,0.048331717,9.195,2007,OUT017,1,2,1,7.4347269706188,41.155743220114495,11.920293973501522,6.4152742123867545,0.7312878793540726,2,2
0,NCO55,105.5938,2143.876,Others,0.091221855,12.8,2002,OUT045,1,2,1,7.670370684697241,46.30200859574021,12.894362859595002,6.804557928017088,0.9256080862893529,2,7
0,NCC30,177.6344,2676.5159999999996,Household,0.027622076000000002,16.6,1999,OUT049,0,1,1,7.892271227771854,51.735055813249105,13.884277376273221,7.192708517189412,1.1555728282245956,2,9
